Cidade,UF,População,Possui_Plano_Municipal,População_sem_Água,População_sem_Esgoto,População_sem_coleta_de_lixo,Domicílios_sujeitos_à_inundações
Poço Dantas,PB,3877,Em elaboração,83.29,73.95,73.95,0
Indiaporã,SP,3876,Sim,4.93,13.34,0.00,0
Amaralina,GO,3875,Em elaboração,67.87,--,67.95,0
Xavantina,SC,3873,Sim,73.56,--,73.02,0
Atalaia,PR,3871,Sim,0.03,--,31.03,--
Medeiros,MG,3861,Sim,44.83,0.00,45.09,0
Putinga,RS,3861,Sim,57.76,--,61.93,0
Santo Antônio do Grama,MG,3861,Sim,17.77,1.58,19.71,--
São Geraldo da Piedade,MG,3860,Sim,68.91,68.91,40.41,42.60
São José do Divino,MG,3851,Sim,33.47,16.83,18.2,2.70
Vista Serrana,PB,3850,Não,21.43,--,54.83,--
São Valério,TO,3848,Sim,37.86,--,37.86,--
Varjão,GO,3848,Sim,37.55,--,0.00,0
Rio Crespo,RO,3843,Não,83.22,--,67.92,0
Pejuçara,RS,3840,Sim,32.73,--,32.73,1.80
São Francisco,SE,3837,Não,26.48,34.22,0.96,0
Campina do Simão,PR,3831,Em elaboração,42.39,--,39.96,--
Campo Azul,MG,3830,Em elaboração,57.55,27.18,57.91,0
Redenção da Serra,SP,3827,Sim,51.08,59.76,4.91,0
Brejo do Piauí,PI,3824,Não,61.06,--,62.97,--
Cotiporã,RS,3824,Sim,43.59,92.97,21.55,0
Fátima,TO,3824,Sim,2.38,--,5.86,0
Santa Isabel,GO,3821,Em elaboração,62.29,--,62.92,--
Itapiratins,TO,3814,Não,45.8,--,45.8,0
Meridiano,SP,3813,Em elaboração,0.00,0.00,0.00,0.40
Brazabrantes,GO,3812,Não,37.2,--,1.73,0
Quinze de Novembro,RS,3810,Não,0.26,--,0.00,0
Aurora do Tocantins,TO,3809,Não,9.22,--,27.99,0
Santo Inácio do Piauí,PI,3809,Em elaboração,26.28,--,--,--
Prado Ferreira,PR,3806,Sim,0.00,0.00,12.19,0.10
Santa Fé de Minas,MG,3806,Sim,49.16,--,--,--
Pedra Branca,PB,3802,Não,15.12,36.45,34.51,0
Guarani de Goiás,GO,3801,Não,54.51,--,53.96,0
Santa Lúcia,PR,3795,Sim,12.17,--,0.00,0
Braço do Trombudo,SC,3794,Sim,1.29,--,45.1,5.90
São João do Itaperiú,SC,3784,Sim,45.75,--,0.00,0
Alvarenga,MG,3783,Sim,47.08,39.2,44.44,3.00
Diogo de Vasconcelos,MG,3779,Não,12.01,58.16,49.85,0
Nazaré,TO,3772,Não,1.27,--,53.79,--
São Brás do Suaçuí,MG,3770,Sim,11.88,--,10.93,0
Guapirama,PR,3767,Sim,0.03,8.63,0.00,0
Santo Antônio do Itambé,MG,3763,Não,69.01,--,70.26,0
Tesouro,MT,3761,Em elaboração,--,--,--,--
Rancho Alegre,PR,3760,Sim,0.03,--,0.00,1.80
Guarará,MG,3755,Não,20.43,--,10.79,3.40
Nova Santa Helena,MT,3755,Sim,--,--,42.66,0
Santana dos Montes,MG,3753,Em elaboração,17.4,25.39,5.33,37.50
Itutinga,MG,3749,Sim,30.7,32.01,14.8,0.50
Mutunópolis,GO,3749,Em elaboração,31.18,--,26.59,0
Caiçara do Rio do Vento,RN,3745,Em elaboração,1.01,72.84,--,--
Capão do Cipó,RS,3745,Não,--,--,73.3,--
Nova Roma do Sul,RS,3743,Sim,52.58,--,52.58,0
Elisiário,SP,3742,Sim,0.00,0.00,0.03,0
Heitoraí,GO,3742,Não,24.48,--,26.11,0
Campanário,MG,3739,Não,30.14,--,--,--
Água Santa,RS,3738,Sim,61.13,--,30.71,0
Jaboticaba,RS,3738,Sim,63.72,--,34.99,0
São José do Peixe,PI,3737,Em elaboração,29.22,--,33.1,0
Lajedinho,BA,3735,Não,38.55,88.41,39.2,0
Matutina,MG,3733,Sim,30.91,10.02,28.23,6.40
Paraú,RN,3732,Em elaboração,10.05,--,13.16,26.70
Paim Filho,RS,3731,Não,46.9,--,36.21,2.00
Lizarda,TO,3727,Não,24.87,--,30.67,0
Saltinho,SC,3727,Sim,45.08,--,62.44,0
Malhada dos Bois,SE,3715,Não,0.67,--,53.7,0
Cacimba de Areia,PB,3708,Não,43.64,--,53.07,0
Piquerobi,SP,3706,Sim,13.79,15.73,24.53,3.00
Nova Alvorada,RS,3698,Sim,0.00,--,58.14,4.00
Campo Bonito,PR,3694,Sim,7.88,--,43.15,23.50
Macedônia,SP,3686,Em elaboração,16.85,17.39,18.61,0
Córrego do Bom Jesus,MG,3685,Não,3.8,73.51,14.52,1.00
Chiapetta,RS,3684,Sim,38.93,--,24.00,7.30
Ouro Verde de Goiás,GO,3679,Não,28.35,--,33.49,0
Edealina,GO,3678,Em elaboração,28.71,--,31.19,0
Tabuleiro,MG,3669,Sim,30.91,5.45,0.00,1.60
Presidente Kennedy,TO,3668,Sim,12.32,--,1.85,--
Catas Altas da Noruega,MG,3665,Sim,58.72,--,--,--
Lafaiete Coutinho,BA,3663,Não,50.1,44.69,4.45,0
Campestre de Goiás,GO,3662,Não,28.89,--,29.85,0
Pavussu,PI,3662,Não,24.11,--,51.04,0
Pratinha,MG,3658,Sim,42.59,42.59,46.12,0
Nova Brasilândia,MT,3656,Sim,0.00,--,20.24,0
Cruzeiro da Fortaleza,MG,3651,Sim,14.41,0.00,14.57,0
Pedrinópolis,MG,3651,Sim,27.99,10.65,8.24,0
Rifaina,SP,3651,Sim,6.85,10.38,12.71,0
Riachão,PB,3650,Não,100.00,--,31.51,0
Riacho da Cruz,RN,3648,Sim,45.67,--,5.43,0
Estrela Velha,RS,3646,Sim,4.99,--,34.17,2.50
Piratuba,SC,3637,Sim,1.02,--,31.26,1.30
Dom Bosco,MG,3635,Sim,14.72,66.99,40.00,0
Pinheiro Preto,SC,3635,Sim,21.4,64.37,0.00,0
Bandeirantes do Tocantins,TO,3631,Sim,12.2,--,46.02,0
Sossêgo,PB,3631,Sim,100.00,--,50.07,--
Campinaçu,GO,3628,Em elaboração,38.64,--,40.57,0
Muricilândia,TO,3623,Sim,8.94,--,42.89,0
Sarutaiá,SP,3623,Sim,0.06,7.87,0.00,0.30
Catolândia,BA,3619,Sim,27.36,--,--,--
São José do Bonfim,PB,3619,Não,33.55,--,58.63,0
Álvares Florence,SP,3616,Sim,34.35,34.35,32.05,0
Carvalhópolis,MG,3614,Em elaboração,27.06,26.76,0.00,0
Jaquirana,RS,3611,Não,41.82,66.77,35.72,5.00
Itaúba,MT,3609,Sim,0.00,--,--,--
Belém do Piauí,PI,3607,Não,32.16,--,41.78,14.30
São José dos Cordeiros,PB,3607,Não,19.27,--,54.45,0
Severiano de Almeida,RS,3607,Sim,63.6,--,31.83,3.80
Platina,SP,3606,Em elaboração,20.77,20.99,22.49,0
São Fernando,RN,3606,Em elaboração,0.00,32.67,27.73,--
Alvorada de Minas,MG,3605,Sim,69.82,58.39,29.57,0.50
Quartel Geral,MG,3603,Sim,22.81,76.6,16.26,0
Santa Rita do Trivelato,MT,3602,Em elaboração,2.67,--,45.11,0
Santo Antônio do Aventureiro,MG,3602,Sim,36.42,--,32.82,2.10
São José das Palmeiras,PR,3601,Sim,0.03,--,37.05,0
Sebastianópolis do Sul,SP,3595,Em elaboração,12.68,12.99,--,--
Santa Inês,PB,3591,Não,54.97,--,59.59,0
Águas de São Pedro,SP,3588,Sim,2.81,7.5,0.00,0
Taquarussu,MS,3588,Sim,30.94,--,30.24,0
Cajazeiras do Piauí,PI,3586,Não,0.00,--,66.73,0
Ruy Barbosa,RN,3584,Em elaboração,7.37,--,30.25,0
Cachoeira da Prata,MG,3580,Sim,4.3,4.78,5.03,3.90
Palminópolis,GO,3578,Sim,22.05,--,24.12,0
Presidente Juscelino,MG,3572,Sim,49.38,51.57,52.77,2.10
Bernardino Batista,PB,3571,Não,100.00,--,72.11,0
Vieiras,MG,3570,Não,49.1,10.36,50.34,--
Duas Estradas,PB,3569,Não,0.00,--,--,--
Vargeão,SC,3569,Sim,30.71,--,0.00,0.80
São José dos Ausentes,RS,3559,Sim,41.42,51.11,1.66,2.00
Emas,PB,3556,Não,29.11,--,36.64,0
Novo Horizonte do Sul,MS,3556,Em elaboração,46.63,--,0.00,0
Nova Módica,MG,3548,Sim,34.95,47.8,38.59,11.20
Arroio Trinta,SC,3547,Em elaboração,8.37,35.72,31.55,--
Cordislândia,MG,3546,Não,28.85,19.83,19.74,0
Adolfo,SP,3545,Sim,0.00,0.00,--,0
Arambaré,RS,3544,Em elaboração,21.13,--,6.6,1.30
Teresina de Goiás,GO,3538,Em elaboração,29.51,--,9.55,--
Santa Maria do Tocantins,TO,3537,Sim,40.4,--,40.4,--
São Sebastião do Umbuzeiro,PB,3534,Não,--,--,45.05,0
Jacutinga,RS,3532,Sim,29.19,--,29.19,0
Vale Verde,RS,3531,Sim,--,--,43.36,62.40
Barão de Antonina,SP,3525,Sim,22.27,36.74,0.00,0
Mombuca,SP,3523,Sim,0.00,1.76,4.91,1.30
Áurea,RS,3517,Sim,56.92,--,44.27,2.70
Senhora do Porto,MG,3516,Em elaboração,62.86,--,--,--
Queiroz,SP,3513,Sim,0.00,0.00,--,--
Romaria,MG,3507,Não,--,--,--,--
Taquaral de Goiás,GO,3506,Não,16.00,--,0.00,0
Bocaina do Sul,SC,3501,Sim,58.21,--,30.02,2.00
Fernandes Tourinho,MG,3500,Sim,48.51,34.29,14.29,--
Ibitiúra de Minas,MG,3497,Em elaboração,31.48,30.03,29.91,--
Trombas,GO,3497,Sim,3.92,--,36.43,0.40
Frei Lagonegro,MG,3496,Sim,--,--,81.44,0
Torixoréu,MT,3487,Em elaboração,22.25,--,--,--
Estrela do Indaiá,MG,3483,Não,30.32,48.35,21.02,0
Gurjão,PB,3477,Sim,20.1,--,--,--
Angico,TO,3475,Não,28.2,--,30.94,--
Mar Vermelho,AL,3474,Não,53.71,59.7,28.04,0
Bom Jesus do Sul,PR,3472,Em elaboração,52.36,--,75.43,3.40
Jari,RS,3472,Em elaboração,5.27,--,82.72,3.60
Maurilândia do Tocantins,TO,3470,Não,20.03,--,36.05,8.90
Palestina de Goiás,GO,3470,Sim,34.15,--,35.33,0
Jumirim,SP,3467,Sim,5.25,41.07,42.00,0
Major Gercino,SC,3465,Sim,64.62,--,33.48,6.00
Caxambu do Sul,SC,3462,Sim,19.82,--,51.16,0
Cromínia,GO,3458,Não,21.54,--,24.75,0
Itacurubi,RS,3456,Sim,1.62,--,65.6,1.80
União do Sul,MT,3455,Em elaboração,37.83,--,--,--
Araçu,GO,3450,Em elaboração,4.58,11.71,11.71,0
Hidrolina,GO,3450,Em elaboração,17.45,--,26.03,1.60
Coronel Xavier Chaves,MG,3448,Em elaboração,45.1,45.68,0.96,1.50
Sebastião Barros,PI,3434,Não,--,--,41.5,--
Zortéa,SC,3432,Sim,2.01,--,7.69,3.90
Divinésia,MG,3430,Sim,33.47,12.54,34.31,6.50
Ponte Alta do Norte,SC,3426,Não,3.79,--,12.43,4.40
Nova América da Colina,PR,3424,Sim,0.03,76.11,--,--
Ourizona,PR,3423,Em elaboração,0.03,--,12.36,0.80
Belmiro Braga,MG,3422,Sim,74.2,67.71,35.71,5.00
General Maynard,SE,3421,Não,37.5,--,12.31,1.90
Pajeú do Piauí,PI,3416,Em elaboração,28.48,--,57.76,0
Figueirópolis D'Oeste,MT,3411,Sim,--,--,47.05,--
Dois Lajeados,RS,3410,Em elaboração,51.99,--,52.29,0
Diamante do Sul,PR,3409,Sim,39.28,--,41.33,0
Turuçu,RS,3408,Não,21.74,--,34.39,0
Vila Flores,RS,3407,Sim,51.16,--,38.36,0
Bela Vista da Caroba,PR,3404,Sim,36.66,--,41.25,0
Campestre da Serra,RS,3402,Sim,76.98,73.25,62.08,0
Goiabeira,MG,3402,Sim,17.14,25.81,18.99,7.30
Salgado Filho,PR,3389,Sim,7.2,--,48.8,12.80
Pongaí,SP,3385,Sim,0.00,0.00,0.00,0.40
Castelândia,GO,3380,Em elaboração,1.83,--,8.08,0
Santa Rita de Ibitipoca,MG,3380,Sim,53.08,--,--,--
São Francisco,PB,3377,Não,56.26,70.39,46.7,--
Sandolândia,TO,3371,Sim,4.3,--,46.96,0
Santa Rita do Novo Destino,GO,3367,Em elaboração,--,--,--,--
Lamim,MG,3366,Sim,0.00,--,43.76,--
Santa Rosa da Serra,MG,3364,Não,38.41,--,38.79,--
Barreiras do Piauí,PI,3356,Não,23.96,--,42.1,0
São Félix de Minas,MG,3354,Sim,43.17,43.17,2.44,2.60
Nova Bréscia,RS,3345,Sim,52.56,--,55.16,0
Pequeri,MG,3340,Não,16.53,--,0.00,1.90
Colinas do Sul,GO,3339,Em elaboração,--,--,28.33,0
Itaóca,SP,3332,Sim,22.3,65.64,0.06,0
Nova Marilândia,MT,3332,Em elaboração,32.62,--,33.67,0
Chapada da Natividade,TO,3330,Não,49.46,--,--,--
Calmon,SC,3325,Sim,23.01,--,--,0
Ribeira,SP,3320,Sim,20.84,67.71,39.37,12.90
Pedra Mole,SE,3309,Não,1.21,--,54.67,0
Natalândia,MG,3306,Em elaboração,--,--,--,--
Damianópolis,GO,3302,Sim,42.04,--,19.75,0
Ivatuba,PR,3299,Sim,19.37,--,23.8,8.30
Pitangueiras,PR,3298,Em elaboração,8.13,--,9.64,0
Água Nova,RN,3293,Em elaboração,27.6,--,8.9,1.70
Esmeralda,RS,3291,Sim,32.82,--,0.00,0
Alegria,RS,3287,Sim,0.00,--,50.68,4.80
Paraíso,SC,3284,Sim,44.18,--,64.43,--
Bias Fortes,MG,3282,Sim,6.89,6.89,50.64,5.30
Paranapoema,PR,3277,Não,5.4,--,10.44,--
Buritinópolis,GO,3272,Não,41.26,--,10.76,0
Campos Borges,RS,3272,Não,42.57,--,42.57,0
Braga,RS,3271,Sim,38.28,96.97,38.37,1.60
Telha,SE,3271,Sim,3.42,--,60.26,3.60
Barra do Guarita,RS,3266,Sim,54.68,--,55.6,0
Uruana de Minas,MG,3256,Em elaboração,23.22,23.22,43.8,0
Estrela do Norte,GO,3253,Em elaboração,8.36,--,11.71,0
Santa Cecília do Pavão,PR,3253,Não,23.15,37.72,16.17,0.20
Alvinlândia,SP,3251,Em elaboração,2.46,3.54,10.61,0
Serra Alta,SC,3249,Sim,44.14,97.23,44.14,0
Jundiaí do Sul,PR,3248,Não,8.31,--,42.06,0
Bom Sucesso do Sul,PR,3244,Não,32.12,--,52.00,0
Bannach,PA,3239,Não,--,--,--,--
Emilianópolis,SP,3238,Não,7.47,7.66,13.53,0
Monte Alegre dos Campos,RS,3237,Em elaboração,61.04,95.37,61.79,0
Entre Rios,SC,3232,Não,69.12,96.07,69.25,31.60
Caseiros,RS,3228,Não,50.53,--,50.53,0
Charrua,RS,3228,Sim,--,--,--,--
São Martinho da Serra,RS,3228,Em elaboração,0.00,--,38.04,0
Salto do Céu,MT,3226,Sim,0.00,--,31.12,0.90
Anitápolis,SC,3223,Sim,49.43,--,37.95,12.30
Leandro Ferreira,MG,3222,Em elaboração,35.38,40.63,32.87,1.30
Nacip Raydan,MG,3221,Sim,46.1,--,--,--
São Valentim,RS,3220,Sim,51.99,--,37.89,0
Cajazeirinhas,PB,3217,Não,42.21,88.78,--,0
Vila Flor,RN,3217,Não,0.00,--,--,--
Chácara,MG,3216,Não,38.9,28.48,6.72,7.10
Francisco Macedo,PI,3216,Sim,25.75,--,33.15,4.90
Nantes,SP,3215,Sim,--,--,10.2,0
Rafael Godeiro,RN,3214,Em elaboração,26.26,--,36.9,1.00
Santa Bárbara do Monte Verde,MG,3212,Sim,--,--,--,--
Professor Jamil,GO,3211,Em elaboração,27.03,--,15.91,0
Nova Roma,GO,3208,Em elaboração,--,--,--,--
Santa Amélia,PR,3208,Não,0.03,--,6.48,1.80
Santa Tereza de Goiás,GO,3207,Sim,2.9,--,--,--
Faria Lemos,MG,3202,Em elaboração,32.64,--,--,--
Luzinópolis,TO,3200,Não,6.53,--,12.5,--
Porto Alegre do Tocantins,TO,3200,Em elaboração,31.37,--,32.19,0
Lajeado,TO,3199,Não,2.19,--,9.35,15.30
Rubiácea,SP,3195,Não,10.17,11.33,42.72,0
Triunfo Potiguar,RN,3195,Não,0.00,--,--,--
Novo Machado,RS,3191,Não,--,--,41.15,0
Rubinéia,SP,3191,Em elaboração,0.00,6.52,17.71,0.90
Muitos Capões,RS,3184,Sim,67.53,--,67.53,0
Atalanta,SC,3179,Sim,51.53,--,41.46,18.50
São Gonçalo do Rio Preto,MG,3178,Sim,34.46,34.46,35.21,1.30
Glaucilândia,MG,3177,Não,64.81,65.63,47.03,0.70
Antônio Almeida,PI,3175,Sim,1.64,-21.64,26.93,1.40
Ernestina,RS,3171,Não,5.39,--,45.88,--
Córrego Danta,MG,3168,Não,41.86,3.72,38.42,0.40
Santo Afonso,MT,3164,Em elaboração,0.00,88.94,--,0
Pedra Grande,RN,3163,Sim,3.64,--,--,--
Rio Bom,PR,3162,Sim,4.02,--,39.82,5.30
São Martinho,SC,3162,Em elaboração,69.23,--,30.83,0
Santo Expedito,SP,3159,Não,0.00,6.24,7.57,0
Mathias Lobato,MG,3157,Sim,24.9,--,0.00,--
Perolândia,GO,3156,Sim,36.15,--,19.2,0
Lidianópolis,PR,3155,Em elaboração,0.03,--,36.61,1.10
Onça de Pitangui,MG,3155,Não,51.95,43.42,38.19,0
Ibicaré,SC,3154,Sim,23.94,--,53.84,0
Jaguaraçu,MG,3151,Em elaboração,28.97,28.97,0.00,2.00
Caranaíba,MG,3150,Não,28.6,69.97,64.22,0.80
Prata do Piauí,PI,3149,Não,2.22,--,17.28,2.00
Itatiba do Sul,RS,3143,Sim,58.54,--,36.37,0
Jeriquara,SP,3143,Sim,0.00,0.00,17.53,2.80
Mato Rico,PR,3142,Sim,38.7,--,44.94,2.70
Fernando de Noronha,PE,3140,Não,0.00,36.53,0.00,2.50
Mormaço,RS,3139,Em elaboração,0.61,--,40.11,0.50
Porto Barreiro,PR,3133,Não,62.11,--,50.18,0
Comendador Gomes,MG,3128,Sim,53.01,49.26,49.26,0
Morro do Pilar,MG,3126,Em elaboração,24.06,--,24.06,5.20
Mira Estrela,SP,3125,Em elaboração,36.13,36.54,0.00,0
Vale de São Domingos,MT,3124,Sim,--,--,--,--
Inajá,PR,3122,Não,0.03,--,7.59,0
São Domingos,PB,3119,Não,65.44,--,--,0
Passagem,RN,3114,Não,29.03,--,32.56,0
Serra da Raiz,PB,3114,Sim,22.67,--,0.00,0
Pedrinhas Paulista,SP,3109,Em elaboração,2.57,2.77,15.63,0
Cascalho Rico,MG,3108,Em elaboração,37.87,66.22,3.47,1.30
São Salvador do Tocantins,TO,3106,Sim,10.27,--,45.43,0
Bom Jesus,SC,3104,Sim,38.63,--,0.00,--
Imigrante,RS,3103,Sim,50.4,--,50.4,0
Tenório,PB,3103,Em elaboração,--,--,46.86,0
Marapoama,SP,3097,Em elaboração,0.00,0.00,16.47,0
Coronel Pacheco,MG,3095,Não,28.21,28.21,28.08,1.90
Taparuba,MG,3093,Sim,55.22,55.22,41.8,43.20
São Domingos do Sul,RS,3091,Sim,0.00,--,40.25,0
Colorado,RS,3088,Sim,48.06,--,2.85,0
Magda,SP,3086,Sim,2.53,4.31,17.04,0
Vera Mendes,PI,3082,Não,0.06,--,35.11,2.20
Fernando Pedroza,RN,3081,Em elaboração,0.00,--,--,--
Taquaruçu do Sul,RS,3081,Sim,60.56,--,60.76,0
Tio Hugo,RS,3078,Sim,0.00,--,30.47,0
São Gonçalo do Gurguéia,PI,3071,Não,--,--,57.05,0
Pinto Bandeira,RS,3068,Sim,55.31,--,5.48,0
Nova Belém,MG,3067,Não,58.59,58.59,63.87,0
Figueirão,MS,3066,Sim,48.27,95.24,48.47,0
Araguaiana,MT,3064,Em elaboração,17.69,--,31.53,1.20
Urutaí,GO,3056,Não,26.93,--,--,--
Ouro Velho,PB,3052,Não,29.69,0.43,30.08,0
Vitória das Missões,RS,3052,Não,0.00,--,80.8,0
Westfália,RS,3046,Sim,0.00,--,59.55,0
Santo Hipólito,MG,3044,Em elaboração,35.84,--,30.55,12.30
Alto Feliz,RS,3043,Sim,15.12,--,48.73,0
Sítio d'Abadia,GO,3040,Em elaboração,64.74,--,64.8,0
São Sebastião da Vargem Alegre,MG,3039,Sim,43.34,47.12,42.71,6.30
Corumbataí do Sul,PR,3038,Sim,0.03,20.08,7.83,0
Piraquê,TO,3038,Sim,52.4,--,74.33,0
São Miguel do Fidalgo,PI,3037,Não,--,--,37.44,21.20
Bento de Abreu,SP,3028,Sim,6.9,7.3,8.59,0.60
Chapadão do Lageado,SC,3025,Sim,83.74,--,--,0
Herveiras,RS,3019,Em elaboração,33.75,--,43.69,3.60
Albertina,MG,3015,Não,--,--,--,--
Novo Santo Antônio,PI,3014,Não,--,--,--,--
Cerro Negro,SC,3013,Não,55.26,--,--,--
Amorinópolis,GO,3011,Em elaboração,31.95,--,39.85,0
Ibituruna,MG,3003,Sim,13.29,13.29,13.29,6.40
João Costa,PI,3003,Não,10.76,40.06,62.7,1.40
Aurilândia,GO,3000,Sim,12.53,--,--,--
Maripá de Minas,MG,3000,Sim,20.97,30.00,11.13,0
Presidente Kubitschek,MG,3000,Sim,31.07,31.17,0.00,0
Farol,PR,2995,Sim,15.36,--,41.87,0
Dom Viçoso,MG,2992,Não,0.07,29.65,49.87,0
Dilermando de Aguiar,RS,2991,Sim,67.67,--,36.48,0
Glória D'Oeste,MT,2990,Não,--,--,9.7,0
Frei Martinho,PB,2989,Não,19.54,33.86,33.09,0
Fortuna de Minas,MG,2986,Não,--,--,0.64,--
Iomerê,SC,2979,Sim,49.28,--,--,1.60
Erebango,RS,2978,Sim,34.08,--,0.00,0
Cafeara,PR,2973,Sim,1.45,--,--,--
Presidente Lucena,RS,2972,Sim,0.00,--,0.00,0
Arroio do Padre,RS,2966,Sim,68.81,--,48.92,0
Centenário,TO,2966,Sim,21.98,--,33.72,0
Mampituba,RS,2965,Sim,5.56,--,66.27,0
Cristianópolis,GO,2962,Em elaboração,13.44,--,15.7,0
Leoberto Leal,SC,2960,Sim,62.94,--,75.64,9.50
Pedra do Anta,MG,2960,Sim,32.06,34.86,34.86,0
Dona Francisca,RS,2958,Sim,35.26,--,0.00,3.70
Arapuã,PR,2951,Sim,27.14,--,62.56,0
Princesa,SC,2950,Sim,49.29,--,--,--
São Pedro do Butiá,RS,2950,Sim,0.00,--,49.15,1.30
Santa Mercedes,SP,2947,Sim,0.00,9.81,13.17,0
Damolândia,GO,2944,Em elaboração,18.92,--,20.58,0
Mato Grosso,PB,2944,Não,49.01,--,--,--
Lagoa Bonita do Sul,RS,2939,Sim,85.57,--,85.57,0
Nova Iguaçu de Goiás,GO,2939,Sim,27.02,--,--,0
Tamboril do Piauí,PI,2939,Sim,--,--,--,--
Vila Nova do Piauí,PI,2935,Não,0.37,--,79.56,11.70
Ângulo,PR,2931,Em elaboração,9.59,--,6.11,0.30
Santa Tereza do Tocantins,TO,2928,Não,3.65,--,35.96,0
Castanheiras,RO,2923,Não,76.63,--,76.6,--
São Félix do Piauí,PI,2923,Não,0.96,--,48.68,0
Serra Grande,PB,2921,Não,0.00,82.85,40.29,0
Brejo Alegre,SP,2911,Sim,7.01,23.81,18.00,0
Planalto Alegre,SC,2907,Sim,27.76,38.08,59.79,0
Galinhos,RN,2903,Não,--,--,--,--
Pindoba,AL,2903,Em elaboração,56.84,--,42.89,12.10
Rancho Queimado,SC,2897,Sim,44.01,70.94,49.91,8.70
Cruzmaltina,PR,2892,Não,18.95,--,--,--
Ipiranga de Goiás,GO,2892,Não,54.11,--,55.29,0
Morrinhos do Sul,RS,2891,Sim,11.8,--,30.82,0
Floreal,SP,2884,Em elaboração,3.26,3.61,10.4,0.40
Morro Grande,SC,2884,Sim,--,--,47.99,0
Sulina,PR,2880,Sim,25.35,--,59.06,--
Rio dos Bois,TO,2879,Não,3.68,--,40.95,--
Sede Nova,RS,2875,Sim,47.48,--,47.48,0
Lagoinha do Piauí,PI,2870,Sim,--,--,40.7,0
Várzea,PB,2870,Não,11.57,29.79,26.72,0
Desterro do Melo,MG,2867,Em elaboração,51.52,53.54,53.89,0
Centenário,RS,2865,Sim,58.12,--,67.99,0
Vista Gaúcha,RS,2858,Sim,65.01,--,65.01,0
Garruchos,RS,2851,Não,1.79,--,78.25,0.90
Godoy Moreira,PR,2850,Sim,13.72,--,26.84,0
Esperança do Sul,RS,2846,Sim,0.00,--,74.21,0
Jaupaci,GO,2843,Em elaboração,16.95,--,--,--
Cristal do Sul,RS,2840,Sim,--,--,67.04,5.30
Victor Graeff,RS,2840,Sim,57.71,--,57.71,0
Camacho,MG,2839,Em elaboração,50.12,--,29.55,0
Arapuá,MG,2836,Não,24.89,24.89,24.68,0
Novo Itacolomi,PR,2836,Sim,5.64,--,42.88,0
Talismã,TO,2831,Sim,15.22,55.85,46.8,0
Três Ranchos,GO,2830,Em elaboração,9.65,--,0.00,0
Olímpio Noronha,MG,2829,Não,11.21,11.21,0.00,0
Uirapuru,GO,2829,Em elaboração,47.79,--,50.09,0
São José do Mantimento,MG,2821,Sim,45.83,44.1,4.29,0.60
Cumari,GO,2820,Não,13.87,--,--,--
Taquaral,SP,2815,Sim,0.18,0.18,4.23,0
Conceição das Pedras,MG,2814,Em elaboração,0.04,0.00,11.16,0
São Francisco,SP,2813,Em elaboração,6.26,8.11,11.13,4.10
São Jorge,RS,2808,Não,47.69,--,47.69,0
Indiavaí,MT,2806,Em elaboração,--,--,--,--
Cândido Rodrigues,SP,2805,Sim,1.18,2.35,3.74,0
Francisco Dantas,RN,2801,Em elaboração,25.71,--,--,--
Porto Estrela,MT,2794,Em elaboração,23.66,--,--,--
Quevedos,RS,2793,Sim,0.00,--,43.43,--
São Bonifácio,SC,2791,Sim,67.65,--,0.00,0
Ingaí,MG,2785,Não,42.19,38.2,37.99,0
Tupiratins,TO,2785,Sim,6.93,--,49.23,0
Zacarias,SP,2784,Sim,13.33,13.61,21.37,1.30
Santa Cruz de Goiás,GO,2782,Não,65.82,--,77.71,0
Barra do Jacaré,PR,2781,Sim,4.31,--,32.11,0
Tanque do Piauí,PI,2781,Em elaboração,--,--,38.33,0
Arantina,MG,2779,Sim,15.11,6.73,6.73,5.20
Gabriel Monteiro,SP,2776,Sim,0.00,0.36,16.64,0
Novo Brasil,GO,2775,Em elaboração,24.43,--,35.39,0
Anahy,PR,2774,Sim,0.04,--,0.00,0
Estrela do Norte,SP,2774,Não,1.87,2.78,21.02,0
Boa Vista do Sul,RS,2773,Sim,0.00,--,45.91,0
Mateiros,TO,2773,Em elaboração,36.24,--,36.24,0
Israelândia,GO,2772,Em elaboração,18.25,--,21.72,0
Capitão,RS,2770,Sim,0.00,86.9,56.5,0
Novo Santo Antônio,MT,2769,Não,0.00,--,32.86,0
Novo Jardim,TO,2768,Não,3.4,--,0.83,0
Senador Salgado Filho,RS,2761,Sim,0.00,--,34.81,0
Reserva do Cabaçal,MT,2754,Sim,27.38,--,--,--
Toropi,RS,2753,Em elaboração,14.64,--,56.41,3.50
Camargo,RS,2750,Sim,0.00,--,29.56,6.40
Fagundes Varela,RS,2750,Sim,47.49,--,0.00,0
Pugmil,TO,2746,Sim,5.86,--,8.96,0
São João da Mata,MG,2743,Em elaboração,1.57,1.53,35.84,12.50
Pinhal de São Bento,PR,2742,Sim,54.45,--,55.58,0
Salvador das Missões,RS,2734,Em elaboração,0.07,--,37.82,0
Peritiba,SC,2733,Sim,21.08,--,26.82,0.60
Lagoa de Velhos,RN,2732,Em elaboração,0.00,--,63.4,0
São Valério do Sul,RS,2732,Não,0.11,--,45.1,0
Coxilha,RS,2731,Sim,0.00,--,38.19,0
Porto Alegre do Piauí,PI,2728,Sim,0.29,35.41,29.8,0
