Cidade,UF,População,Possui Plano Municipal,População sem Água,População sem Esgoto,População sem coleta de lixo,Domicílios sujeitos à inundações
Caracol,PI,11009,Não,0.79,--,0.61,0.00
Delta,MG,10994,Sim,0.04,0.08,0.00,0.11
Mauá da Serra,PR,10994,Não,0.03,--,0.10,0.00
Arceburgo,MG,10990,Não,0.17,0.21,0.00,0.00
Manaíra,PB,10988,Não,0.20,0.44,0.27,0.00
Paraúna,GO,10988,Não,0.25,0.25,0.09,0.00
Ararendá,CE,10983,Sim,0.21,--,0.51,0.00
Calçado,PE,10983,Em elaboração,0.61,--,0.36,--
Bueno Brandão,MG,10982,Não,0.48,0.50,0.00,0.01
Matias Olímpio,PI,10979,Sim,0.39,--,--,--
São Tiago,MG,10979,Não,0.25,0.49,0.20,0.00
Carnaubais,RN,10972,Em elaboração,0.68,0.74,0.33,--
Rialma,GO,10961,Em elaboração,0.05,--,0.07,--
Rio do Fogo,RN,10961,Em elaboração,0.01,--,--,0.16
Apiúna,SC,10951,Sim,0.26,--,0.39,0.11
Capinzal do Norte,MA,10937,Em elaboração,--,--,--,--
Parapuã,SP,10934,Não,0.04,0.05,0.09,0.00
Governador Archer,MA,10931,Em elaboração,0.53,--,0.35,0.00
Prudente de Morais,MG,10931,Sim,0.15,0.45,0.04,--
Tenente Ananias,RN,10923,Em elaboração,0.32,0.00,0.00,0.02
Cacimbinhas,AL,10920,Sim,0.73,--,0.41,0.00
Laranja da Terra,ES,10919,Não,0.77,0.85,0.45,0.12
São Vicente do Seridó,PB,10919,Não,0.62,--,--,--
São Bento do Sapucaí,SP,10907,Sim,0.25,0.48,0.27,0.12
Arataca,BA,10904,Não,0.46,--,0.42,0.20
Lago do Junco,MA,10900,Em elaboração,0.69,--,0.82,0.00
Primavera,PA,10889,Em elaboração,--,--,0.13,0.00
Roseira,SP,10888,Sim,0.04,0.07,0.06,0.00
Jordânia,MG,10872,Em elaboração,0.38,--,--,--
Santa Maria de Itabira,MG,10867,Em elaboração,0.48,0.19,0.15,0.14
General Salgado,SP,10855,Sim,0.00,0.00,0.08,0.00
Parnaguá,PI,10846,Não,0.47,--,0.39,0.03
Vargem,SP,10842,Em elaboração,0.48,0.66,--,--
Milagres,BA,10838,Não,0.22,--,0.08,0.00
Juripiranga,PB,10830,Sim,0.44,--,0.00,0.03
Rincão,SP,10824,Sim,0.17,0.17,0.01,0.00
Itapuã do Oeste,RO,10819,Não,--,--,--,0.00
Miradouro,MG,10818,Não,0.46,--,--,0.13
Vera Cruz,SP,10804,Sim,0.14,0.22,0.13,0.00
Água Doce do Norte,ES,10801,Em elaboração,0.54,--,0.52,0.06
Novo Oriente de Minas,MG,10800,Sim,0.48,0.48,0.29,0.00
Chapadão do Céu,GO,10797,Sim,0.16,0.16,0.16,0.00
Juruaia,MG,10795,Não,0.53,0.51,0.51,0.01
Pirapetinga,MG,10791,Em elaboração,0.26,0.32,0.12,0.14
Mercês,MG,10775,Sim,0.32,0.00,0.30,0.03
Sete Quedas,MS,10751,Em elaboração,0.18,--,0.17,0.00
Jandaíra,BA,10742,Não,0.41,--,0.07,0.01
Piraúba,MG,10732,Em elaboração,0.27,0.07,0.15,0.00
Alto Rio Doce,MG,10723,Sim,0.59,0.50,0.58,0.00
Ouroeste,SP,10712,Em elaboração,0.00,0.00,0.00,0.00
Cedral,MA,10711,Em elaboração,--,--,--,--
Missal,PR,10706,Sim,0.31,--,0.48,0.00
Brotas de Macaúbas,BA,10705,Em elaboração,0.71,0.82,0.36,0.00
Centenário do Sul,PR,10704,Não,0.00,0.71,0.17,0.00
Gilbués,PI,10698,Sim,0.65,--,0.63,0.00
São Luís do Paraitinga,SP,10693,Não,0.41,0.46,0.08,0.19
Mirante da Serra,RO,10691,Não,0.75,--,--,--
Jaguari,RS,10684,Sim,0.43,--,0.43,0.16
Aragoiânia,GO,10680,Sim,0.35,--,0.06,0.00
Seberi,RS,10678,Sim,0.00,--,0.29,0.00
Brejolândia,BA,10675,Sim,0.74,--,0.51,--
Cabeceiras do Piauí,PI,10671,Em elaboração,0.78,--,0.83,0.00
Babaçulândia,TO,10668,Em elaboração,0.43,--,0.53,0.00
Trajano de Moraes,RJ,10653,Em elaboração,0.70,--,--,--
Cajobi,SP,10649,Sim,0.01,0.01,0.07,0.00
Serra Caiada,RN,10646,Em elaboração,0.00,0.78,0.00,0.00
Santana do Mundaú,AL,10637,Não,0.48,0.64,0.46,0.83
Ronda Alta,RS,10633,Sim,0.33,--,0.00,0.01
Sucupira do Norte,MA,10631,Sim,0.61,--,0.53,0.00
Faxinal dos Guedes,SC,10630,Sim,0.03,0.28,0.28,0.00
Ribeirão Claro,PR,10622,Sim,0.00,0.34,0.23,0.01
Monte Alegre do Piauí,PI,10618,Não,0.62,--,--,--
Nova Floresta,PB,10614,Não,1.00,--,0.25,0.25
Caroebe,RR,10595,Não,0.52,--,0.62,--
Coité do Nóia,AL,10594,Não,0.78,--,0.66,--
Pirpirituba,PB,10590,Não,0.16,--,0.24,0.05
Santa Inês,BA,10583,Não,0.06,0.28,0.02,0.05
Irani,SC,10575,Não,0.16,--,--,0.01
Bujari,AC,10572,Em elaboração,0.46,0.99,0.48,0.00
Tapera,RS,10569,Sim,0.16,0.95,0.16,0.00
Monsenhor Gil,PI,10563,Em elaboração,0.30,--,0.17,0.02
Fernando Falcão,MA,10559,Em elaboração,--,--,--,--
Pariconha,AL,10546,Sim,0.24,--,0.52,0.00
São José do Jacuípe,BA,10546,Não,0.15,--,--,--
Grossos,RN,10541,Em elaboração,0.28,--,0.05,0.00
Nova Prata do Iguaçu,PR,10540,Em elaboração,0.05,--,0.42,0.00
São José do Calçado,ES,10536,Sim,0.34,0.12,0.10,0.05
Bom Repouso,MG,10527,Não,0.47,0.48,0.00,0.00
Floresta Azul,BA,10525,Não,0.31,--,0.16,0.05
Rio Acima,MG,10524,Não,0.01,0.13,0.05,0.17
Recreio,MG,10522,Não,0.00,0.12,0.12,0.12
Santa Teresinha,BA,10520,Não,0.30,0.59,0.49,0.03
Érico Cardoso,BA,10513,Não,0.29,--,0.48,0.00
Campos Lindos,TO,10505,Em elaboração,0.30,--,0.27,0.00
Arraias,TO,10502,Em elaboração,0.22,--,0.05,0.02
Guadalupe,PI,10496,Não,0.02,0.31,--,--
Santa Cruz do Arari,PA,10496,Não,0.10,--,0.51,0.00
Sarapuí,SP,10493,Sim,0.10,0.49,0.08,0.05
Umarizal,RN,10485,Em elaboração,0.03,--,--,--
Arroio do Sal,RS,10483,Em elaboração,0.16,--,0.05,0.01
Beneditinos,PI,10479,Sim,0.35,--,0.24,0.00
Senhora dos Remédios,MG,10474,Sim,0.34,0.55,0.55,0.09
Jitaúna,BA,10470,Não,0.34,--,--,--
Mulungu do Morro,BA,10469,Não,0.31,--,0.25,0.00
Cristino Castro,PI,10464,Em elaboração,0.21,--,0.27,0.08
Jatobá,MA,10464,Não,0.70,--,0.56,0.01
Espírito Santo,RN,10463,Em elaboração,0.30,0.84,--,--
Virginópolis,MG,10459,Sim,0.39,0.03,0.30,0.04
Ribeirão Cascalheira,MT,10450,Em elaboração,0.38,--,0.71,0.00
Natuba,PB,10449,Não,0.64,--,--,--
São Miguel do Gostoso,RN,10441,Sim,0.89,0.53,--,0.25
Itarana,ES,10433,Sim,0.38,0.54,0.33,0.37
Apiacás,MT,10431,Sim,0.55,--,0.00,0.01
Branquinha,AL,10426,Não,0.65,0.65,0.00,--
Paranã,TO,10426,Não,0.47,--,0.54,0.00
Arvorezinha,RS,10422,Em elaboração,0.39,--,--,0.00
Catunda,CE,10410,Sim,0.58,--,0.00,0.00
Santa Maria Madalena,RJ,10380,Em elaboração,0.59,0.43,0.00,0.09
Água Branca,PB,10375,Em elaboração,0.79,0.57,0.57,0.01
Dona Inês,PB,10375,Sim,1.00,--,0.50,0.00
Januário Cicco,RN,10367,Em elaboração,0.41,--,--,--
Cachoeira dos Índios,PB,10364,Não,0.55,0.64,0.32,0.00
Florestópolis,PR,10360,Sim,0.00,0.17,--,--
Marcionílio Souza,BA,10357,Não,0.33,--,0.13,0.04
Ninheira,MG,10355,Em elaboração,0.73,--,0.48,--
Riachuelo,SE,10354,Em elaboração,0.19,--,0.00,0.11
Pintadas,BA,10353,Em elaboração,0.35,0.49,0.44,0.01
Conceição da Aparecida,MG,10351,Não,0.40,0.37,0.34,0.00
Theobroma,RO,10348,Em elaboração,0.91,--,--,--
Barracão,PR,10347,Não,0.21,--,0.25,0.00
Dário Meira,BA,10347,Em elaboração,0.61,--,--,--
Centralina,MG,10343,Sim,0.26,0.64,--,--
Serrano do Maranhão,MA,10343,Não,--,--,--,--
Buenópolis,MG,10342,Sim,0.38,0.44,0.23,0.03
Aruanã,GO,10340,Não,0.20,0.57,0.13,0.00
Jacinto Machado,SC,10337,Sim,0.06,--,0.32,0.04
Urucânia,MG,10333,Sim,0.28,0.00,--,0.01
Mariluz,PR,10327,Em elaboração,0.00,0.53,0.17,0.00
Bom Jesus,RN,10323,Em elaboração,0.00,--,0.28,--
Terra Nova,PE,10314,Não,0.00,--,0.21,0.17
Francisco Badaró,MG,10311,Não,0.59,0.85,0.64,0.04
Guaraciaba,MG,10307,Sim,0.68,0.70,0.37,0.12
Carmo do Rio Verde,GO,10299,Em elaboração,0.21,--,--,--
Maiquinique,BA,10294,Não,0.21,--,0.22,0.01
Dores de Campos,MG,10291,Em elaboração,0.00,0.09,0.09,0.25
Itapitanga,BA,10284,Não,0.20,0.25,0.26,0.21
Bela Vista de Minas,MG,10269,Sim,0.23,0.06,0.02,0.01
Rubim,MG,10269,Sim,0.29,0.25,0.22,--
Piripá,BA,10253,Não,0.52,--,0.59,0.19
Petrolina de Goiás,GO,10240,Sim,0.33,--,0.77,0.00
Pescaria Brava,SC,10225,Sim,0.64,--,0.00,--
Paranaiguara,GO,10221,Não,0.01,0.01,0.08,0.00
Cristina,MG,10211,Não,0.00,0.01,0.10,--
Porangaba,SP,10205,Sim,0.12,0.63,0.27,0.03
Nova Veneza,GO,10193,Em elaboração,0.15,--,0.14,0.00
Uchoa,SP,10191,Sim,0.00,0.00,0.07,0.00
Fontoura Xavier,RS,10181,Sim,0.62,--,--,0.00
Luís Gomes,RN,10175,Em elaboração,0.45,--,0.30,0.00
Dumont,SP,10174,Sim,--,--,--,--
Itapebi,BA,10173,Não,0.21,--,0.21,0.04
Piranhas,GO,10161,Não,0.13,--,0.19,0.00
Ipuiúna,MG,10156,Não,0.29,0.45,--,--
Bom Retiro,SC,10153,Sim,0.25,--,0.15,0.15
Sinimbu,RS,10152,Sim,0.50,--,0.43,0.00
Catanduvas,PR,10144,Em elaboração,0.26,--,0.10,0.01
Porto Xavier,RS,10144,Sim,0.51,--,0.37,0.05
Alfredo Wagner,SC,10136,Sim,0.61,--,0.74,0.24
Nova Aurora,PR,10131,Sim,0.00,0.28,0.10,0.00
Itamogi,MG,10122,Não,0.26,--,0.06,0.00
São João,PR,10122,Sim,0.07,0.45,0.09,0.02
Governador Newton Bello,MA,10121,Não,0.64,--,--,--
Bonfinópolis,GO,10120,Em elaboração,0.09,--,0.09,0.00
Marcelândia,MT,10107,Em elaboração,0.00,--,0.12,0.00
Carneirinho,MG,10103,Sim,0.35,0.39,0.26,0.00
Torrinha,SP,10100,Sim,0.07,0.09,0.08,0.01
Carlinda,MT,10094,Em elaboração,0.58,--,0.49,0.00
Nova Bassano,RS,10089,Não,0.38,--,0.38,0.05
Sigefredo Pacheco,PI,10074,Não,0.24,--,0.38,0.00
Santa Tereza do Oeste,PR,10055,Não,0.00,--,--,0.01
Botuporã,BA,10050,Não,0.49,0.78,0.48,0.00
Piraí do Norte,BA,10050,Em elaboração,0.63,--,0.50,0.08
Reginópolis,SP,10047,Em elaboração,0.08,0.58,0.40,0.02
Iretama,PR,10029,Em elaboração,0.09,--,0.52,0.02
Corumbaíba,GO,10012,Sim,0.19,0.24,0.23,0.00
Anísio de Abreu,PI,9994,Em elaboração,0.42,--,0.26,0.00
Bom Jesus do Norte,ES,9988,Em elaboração,0.10,0.10,0.08,0.30
Itapeva,MG,9976,Sim,0.50,0.59,0.45,--
Manduri,SP,9972,Sim,0.08,0.08,0.10,0.00
Guaraciaba,SC,9964,Sim,0.37,--,0.53,0.00
Mulungu,PB,9962,Não,0.46,--,--,--
Nova Campina,SP,9962,Sim,0.33,0.44,0.05,0.02
Planalto,RS,9957,Sim,0.35,0.65,0.43,0.00
Ipupiara,BA,9954,Não,0.33,0.58,0.20,0.00
Monte Carlo,SC,9945,Sim,0.10,--,0.20,0.00
Rinópolis,SP,9940,Sim,--,--,0.13,0.00
Glória de Dourados,MS,9934,Em elaboração,0.00,0.83,0.23,0.00
Santo Antônio das Missões,RS,9930,Sim,0.39,--,0.00,--
Umbuzeiro,PB,9914,Não,0.70,--,--,--
Constantina,RS,9903,Sim,0.33,--,0.00,0.00
Coronel Freitas,SC,9900,Sim,0.26,--,0.29,0.02
Coroaci,MG,9897,Sim,0.47,0.44,--,--
São João do Ivaí,PR,9897,Não,0.00,0.28,0.00,0.00
Capim Branco,MG,9896,Não,0.11,0.80,0.09,0.00
São Sebastião do Maranhão,MG,9884,Em elaboração,0.71,0.80,0.39,0.00
Saudades,SC,9874,Sim,0.00,--,0.00,0.09
Ipiranga do Piauí,PI,9863,Em elaboração,0.38,--,0.33,0.00
Ariranha,SP,9851,Em elaboração,--,--,0.05,0.00
Arauá,SE,9840,Em elaboração,0.15,--,0.35,0.06
Juru,PB,9831,Não,0.42,0.51,0.56,0.00
Pureza,RN,9825,Não,0.59,--,0.34,--
Axixá do Tocantins,TO,9817,Sim,--,--,--,--
Formoso,MG,9810,Não,0.40,--,0.22,0.00
Iaras,SP,9786,Em elaboração,0.67,0.68,0.49,0.00
Quilombo,SC,9773,Sim,0.21,--,0.44,0.00
Florânia,RN,9772,Em elaboração,0.09,0.23,0.20,0.03
Bom Jesus da Serra,BA,9768,Não,0.70,--,0.45,0.00
Lontra,MG,9766,Sim,0.51,0.79,0.28,0.00
Imaruí,SC,9764,Sim,0.67,--,0.55,0.00
Guia Lopes da Laguna,MS,9754,Sim,0.16,0.43,0.15,0.01
Cavalcante,GO,9740,Em elaboração,0.48,--,0.50,0.00
Pedrinhas,SE,9727,Em elaboração,0.63,--,0.18,0.00
Alto Piquiri,PR,9722,Não,0.00,0.34,0.18,0.02
Frei Inocêncio,MG,9716,Sim,0.33,--,--,--
Candiota,RS,9707,Sim,0.67,0.71,0.38,0.00
Manoel Urbano,AC,9701,Em elaboração,0.30,--,0.34,0.06
Deputado Irapuan Pinheiro,CE,9698,Sim,0.31,--,0.55,0.00
Canápolis,BA,9694,Sim,0.50,0.79,0.33,0.00
Augusto Severo,RN,9686,Em elaboração,0.33,--,0.42,0.02
Lagoa Grande,MG,9681,Sim,0.31,0.27,--,--
Rondon,PR,9664,Sim,0.00,0.42,--,--
Herculândia,SP,9649,Não,0.09,0.09,0.09,0.01
Igaratá,SP,9631,Sim,0.40,0.73,0.04,0.00
Denise,MT,9626,Sim,--,--,0.14,0.00
Águia Branca,ES,9621,Não,0.71,0.68,0.43,0.00
Sairé,PE,9600,Não,0.00,--,0.17,0.00
Paula Cândido,MG,9597,Sim,0.46,0.43,0.00,0.12
Campo Grande,AL,9576,Em elaboração,0.18,--,--,--
Ferros,MG,9576,Sim,0.68,0.80,0.58,0.22
Dom Inocêncio,PI,9574,Não,--,--,--,--
Japurá,PR,9573,Sim,0.11,0.29,0.04,0.00
Verdejante,PE,9572,Sim,0.00,0.06,0.44,--
Carneiros,AL,9568,Não,0.36,--,--,0.00
Agudos do Sul,PR,9567,Sim,0.37,0.80,0.43,0.00
Pau Brasil,BA,9550,Em elaboração,0.32,--,--,--
Rodelas,BA,9548,Não,0.05,0.05,0.06,0.00
Novo Mundo,MT,9545,Em elaboração,--,--,--,--
Verdelândia,MG,9527,Não,0.47,--,0.36,0.04
Cachoeira Grande,MA,9524,Em elaboração,--,--,--,--
Araújos,MG,9523,Sim,0.14,0.17,0.00,--
Buriti Alegre,GO,9515,Não,0.06,0.85,0.10,0.00
Olho d'Água do Casado,AL,9507,Em elaboração,0.42,--,0.52,0.00
Terra Roxa,SP,9502,Em elaboração,0.14,0.10,0.05,0.01
Cumaru,PE,9494,Não,0.22,--,--,--
Ilha Grande,PI,9487,Sim,0.04,0.38,0.15,0.05
Triunfo,PB,9473,Não,0.58,--,0.53,0.05
Riacho dos Machados,MG,9471,Em elaboração,0.51,0.71,0.53,0.05
Cachoeira de Pajeú,MG,9470,Não,0.43,--,0.40,0.33
Ministro Andreazza,RO,9461,Não,0.70,--,0.70,--
Palhano,CE,9458,Não,0.66,0.01,0.49,0.08
Cedral,SP,9452,Em elaboração,0.22,0.22,0.21,0.00
Roncador,PR,9447,Sim,0.00,--,0.38,0.00
Pirambu,SE,9436,Em elaboração,0.09,--,0.08,0.00
Ananás,TO,9435,Não,0.09,0.62,0.15,0.00
Sítio do Quinto,BA,9431,Não,0.43,--,--,--
Carbonita,MG,9423,Não,0.18,0.40,0.31,0.00
Francisco Santos,PI,9423,Em elaboração,0.48,--,0.47,0.00
São Domingos,SC,9422,Sim,0.16,0.72,0.33,--
São Sebastião do Alto,RJ,9416,Em elaboração,0.49,--,0.00,--
Planaltino,BA,9415,Não,0.59,--,--,--
Rio das Flores,RJ,9401,Sim,0.30,0.38,0.30,0.01
Arenápolis,MT,9399,Sim,0.03,--,0.04,0.00
Salto Grande,SP,9396,Em elaboração,0.00,0.00,0.10,0.00
Cardeal da Silva,BA,9395,Não,0.20,--,0.37,0.76
Nazário,GO,9375,Não,0.26,--,0.25,--
Nova Monte Verde,MT,9375,Em elaboração,0.81,--,0.45,0.00
Baía Formosa,RN,9373,Sim,0.08,--,0.00,0.11
Japorã,MS,9372,Sim,0.82,0.82,0.00,0.00
Tabaporã,MT,9357,Em elaboração,--,--,--,--
Wagner,BA,9342,Não,0.28,--,0.14,0.00
Jaçanã,RN,9341,Em elaboração,0.34,0.55,0.33,0.00
Caputira,MG,9318,Sim,0.62,0.50,0.31,0.37
Itapiranga,AM,9312,Em elaboração,0.11,--,0.21,--
Caturama,BA,9303,Não,0.51,0.84,0.44,0.00
Silves,AM,9289,Em elaboração,0.14,--,0.52,0.00
Terra Nova do Norte,MT,9284,Não,0.22,--,0.68,0.00
Euclides da Cunha Paulista,SP,9280,Não,0.31,0.39,--,--
Vila Pavão,ES,9280,Não,0.66,0.68,0.65,0.00
Mambaí,GO,9277,Sim,0.32,--,0.07,0.00
Açucena,MG,9270,Sim,0.64,0.53,0.44,0.00
Passo de Torres,SC,9269,Sim,0.07,--,0.08,0.01
Tunas do Paraná,PR,9269,Não,0.46,--,0.43,0.00
Amapá,AP,9265,Em elaboração,0.76,0.96,0.00,0.00
Murici dos Portelas,PI,9258,Em elaboração,0.73,--,0.80,0.05
Natividade,TO,9256,Em elaboração,0.14,--,0.20,0.00
Várzea do Poço,BA,9247,Sim,0.19,0.78,0.35,0.00
Mara Rosa,GO,9234,Sim,0.17,0.33,0.25,0.00
Antônio Dias,MG,9233,Sim,0.61,--,--,--
Chapada,RS,9211,Em elaboração,0.41,--,0.30,0.00
Santa Maria do Oeste,PR,9210,Sim,0.46,--,0.57,0.00
Bálsamo,SP,9209,Em elaboração,0.00,0.00,0.00,0.00
Coronel Murta,MG,9209,Não,0.30,0.63,0.27,0.00
Penaforte,CE,9207,Não,0.48,--,0.20,0.00
Baía da Traição,PB,9197,Não,0.35,--,--,--
Palmeira d'Oeste,SP,9173,Não,0.02,0.03,0.24,0.00
Vista Alegre do Alto,SP,9163,Em elaboração,0.00,0.00,0.08,0.00
Abadia de Goiás,GO,9158,Sim,0.28,0.64,0.32,0.00
Prados,MG,9128,Sim,0.30,0.31,0.17,--
Nova Redenção,BA,9126,Não,0.21,--,0.52,0.00
Rafard,SP,9126,Sim,0.00,0.00,0.00,0.00
Urânia,SP,9125,Não,0.02,0.02,0.16,0.00
Palmeiras,BA,9123,Não,0.38,0.54,0.19,--
Anaurilândia,MS,9116,Sim,0.50,0.78,0.49,0.00
Santa Rita do Araguaia,GO,9110,Não,0.13,--,0.11,0.00
Coqueiral,MG,9099,Não,0.17,0.21,0.29,0.01
Iporã do Oeste,SC,9093,Sim,0.34,--,0.51,0.00
Dobrada,SP,9088,Sim,0.02,0.02,0.02,0.00
São Domingos,BA,9085,Não,0.22,--,0.00,0.00
Antônio João,MS,9082,Em elaboração,0.18,0.62,0.17,0.00
Casca,RS,9070,Sim,0.41,--,0.00,0.03
Montes Altos,MA,9064,Não,0.48,--,--,--
Nova Maringá,MT,9056,Sim,0.31,--,0.31,0.00
Siriri,SE,9046,Sim,0.63,--,0.45,0.00
Queimada Nova,PI,9041,Não,0.68,--,0.86,0.00
São Jorge d'Oeste,PR,9005,Sim,0.14,--,0.43,0.03
Vicentinópolis,GO,9002,Não,0.00,--,0.14,--
Pantano Grande,RS,8995,Sim,0.16,--,0.00,0.01
São José da Bela Vista,SP,8991,Em elaboração,0.00,0.00,0.11,0.00
Douradina,PR,8988,Não,0.00,--,0.35,0.00
Santanópolis,BA,8987,Não,0.59,--,0.67,0.00
Brejão,PE,8981,Sim,0.50,--,0.39,0.00
Paulo de Faria,SP,8973,Sim,0.08,0.09,0.10,0.00
Itauçu,GO,8968,Não,0.23,0.34,0.25,0.08
Sítio Novo do Tocantins,TO,8965,Sim,0.47,0.78,0.14,0.01
Rio Novo,MG,8964,Em elaboração,0.25,0.01,0.13,0.05
Morada Nova de Minas,MG,8955,Sim,0.26,0.47,0.23,0.01
Quixabeira,BA,8939,Em elaboração,0.10,--,0.39,0.00
Guarani,MG,8926,Sim,0.21,0.21,0.21,0.01
Neves Paulista,SP,8917,Em elaboração,0.10,0.10,0.10,0.00
Bom Jardim de Goiás,GO,8912,Não,0.24,--,0.00,0.00
Caém,BA,8912,Não,0.16,0.94,0.33,0.00
Cordisburgo,MG,8903,Sim,0.34,0.64,0.31,0.02
Santa Rita de Caldas,MG,8900,Não,0.41,0.51,0.37,--
Congonhinhas,PR,8896,Sim,0.34,--,0.42,0.00
Clementina,SP,8894,Em elaboração,0.05,0.05,0.00,0.00
Filadélfia,TO,8892,Não,0.25,--,0.38,0.00
Santa Lúcia,SP,8889,Sim,0.07,0.07,0.06,0.00
Dourado,SP,8883,Sim,0.00,0.00,0.09,0.03
Guamiranga,PR,8881,Sim,0.52,--,0.72,0.04
Pereiras,SP,8875,Sim,0.16,0.33,0.02,0.00
São Sebastião da Amoreira,PR,8865,Sim,0.00,--,0.12,0.01
Jucuruçu,BA,8856,Não,0.66,--,--,--
Maravilha,AL,8850,Em elaboração,0.41,--,0.50,0.22
Ibiassucê,BA,8849,Sim,0.43,--,--,--
Aratuípe,BA,8848,Em elaboração,0.38,--,0.34,0.12
Armazém,SC,8843,Não,0.45,--,0.12,0.00
Brejo de Areia,MA,8841,Não,0.14,--,0.49,--
Lago dos Rodrigues,MA,8841,Em elaboração,--,--,0.38,--
Moraújo,CE,8833,Não,0.68,--,--,--
Piedade de Caratinga,MG,8832,Sim,0.40,--,--,--
Ibitirama,ES,8830,Em elaboração,0.35,0.48,0.43,0.14
Nossa Senhora Aparecida,SE,8822,Não,0.03,0.60,0.32,0.00
Redenção do Gurguéia,PI,8814,Sim,0.00,--,0.36,0.00
Coluna,MG,8810,Sim,0.56,--,0.58,--
Central do Maranhão,MA,8806,Não,--,--,--,--
Cristais Paulista,SP,8803,Não,0.27,0.27,0.01,0.00
Cezarina,GO,8794,Não,0.26,--,0.24,0.00
Marilândia do Sul,PR,8793,Sim,0.04,0.78,0.29,0.01
Martins,RN,8790,Sim,0.11,--,0.25,0.00
Castanheira,MT,8782,Em elaboração,0.52,--,0.53,0.00
Monsenhor Paulo,MG,8764,Sim,0.25,0.25,0.17,0.00
Santa Terezinha,SC,8760,Sim,0.76,--,0.60,0.00
Monte Alegre de Goiás,GO,8759,Não,0.59,--,0.59,0.01
Nossa Senhora dos Remédios,PI,8751,Em elaboração,0.66,--,0.64,0.00
Alvorada do Norte,GO,8749,Sim,0.14,0.18,0.00,--
Marcação,PB,8746,Em elaboração,0.11,--,0.45,0.00
São Vicente do Sul,RS,8742,Sim,0.30,--,0.20,0.00
Ibirapuã,BA,8740,Não,0.43,0.31,0.20,0.00
Serranópolis,GO,8737,Não,0.26,--,0.26,0.00
São Domingos do Norte,ES,8735,Sim,0.51,0.65,0.40,0.01
Varzedo,BA,8734,Não,0.64,--,0.43,0.00
Mucugê,BA,8725,Não,0.00,0.60,0.40,0.00
Serra dos Aimorés,MG,8725,Não,0.30,0.63,--,--
Santa Cruz de Minas,MG,8723,Sim,0.00,0.00,0.00,0.04
Pimenta,MG,8715,Sim,0.01,0.13,0.11,0.00
Antônio Carlos,SC,8712,Sim,0.18,--,0.45,0.08
Nazareno,MG,8710,Sim,0.36,0.24,0.06,0.01
Mata Verde,MG,8700,Não,0.20,0.20,0.19,0.00
Capitólio,MG,8693,Sim,0.21,0.21,0.00,0.03
Piranguinho,MG,8683,Em elaboração,0.39,0.38,0.00,0.06
Abaíra,BA,8681,Não,--,--,--,--
Ouro Verde,SP,8676,Em elaboração,0.00,0.00,0.09,0.00
Cordeiros,BA,8667,Em elaboração,0.66,--,0.57,0.00
Arealva,SP,8665,Sim,0.27,0.34,0.00,0.00
Santana do Manhuaçu,MG,8660,Sim,0.63,0.39,0.28,0.27
Caraíbas,BA,8659,Em elaboração,0.75,--,--,--
Virgínia,MG,8652,Sim,--,--,--,--
Tangará,SC,8648,Sim,0.32,--,0.31,0.01
Mataraca,PB,8642,Não,0.03,--,0.14,0.00
Tasso Fragoso,MA,8642,Em elaboração,0.42,0.76,0.13,0.00
Califórnia,PR,8641,Não,0.00,0.84,0.00,0.00
Martins Soares,MG,8640,Sim,0.77,--,0.54,--
Nazária,PI,8632,Em elaboração,0.73,--,0.59,0.00
Catuípe,RS,8631,Sim,0.36,0.92,0.36,0.01
Jordão,AC,8628,Sim,0.63,--,0.66,0.27
Lagoa Alegre,PI,8610,Em elaboração,0.59,--,0.62,0.00
Magalhães Barata,PA,8598,Não,0.53,--,--,--
Angelândia,MG,8594,Não,0.40,0.41,--,0.01
Camutanga,PE,8592,Não,0.11,--,0.20,0.00
Lajedo do Tabocal,BA,8591,Sim,0.39,--,0.32,0.03
Comendador Levy Gasparian,RJ,8590,Não,0.00,0.04,0.04,0.21
Marcolândia,PI,8590,Em elaboração,--,--,0.01,0.00
Isaías Coelho,PI,8582,Não,0.65,--,0.77,0.00
Ouriçangas,BA,8575,Em elaboração,0.30,--,--,--
Jóia,RS,8571,Não,--,--,0.70,0.00
Praia Norte,TO,8563,Sim,0.34,0.70,--,--
Riacho dos Cavalos,PB,8555,Não,1.00,0.53,0.52,0.00
Tarrafas,CE,8555,Em elaboração,0.75,0.98,0.35,0.00
Santa Terezinha,MT,8547,Não,--,--,--,--
Paverama,RS,8541,Sim,0.78,--,0.12,0.01
Santo Antônio do Aracanguá,SP,8541,Não,0.18,0.18,0.06,0.00
Pratápolis,MG,8530,Não,0.12,0.20,0.12,0.01
São Gonçalo do Abaeté,MG,8527,Sim,0.57,0.59,0.31,0.00
Ilha das Flores,SE,8522,Não,0.01,0.35,0.06,0.00
Feira Nova do Maranhão,MA,8506,Não,--,--,--,--
Milagres do Maranhão,MA,8502,Não,--,--,0.78,--
Tuneiras do Oeste,PR,8502,Sim,0.31,0.47,0.30,0.00
Saltinho,SP,8498,Sim,0.07,0.17,0.00,0.00
Boa Vista do Gurupi,MA,8494,Em elaboração,0.27,--,0.29,0.28
São João da Baliza,RR,8492,Em elaboração,0.32,--,--,0.00
Santa Isabel do Ivaí,PR,8484,Sim,0.00,0.22,0.19,0.00
Aparecida,PB,8482,Não,0.39,0.47,0.50,0.19
